Rank	Title	SJR	Publisher	Categories
15160	"mmNets 2017 - Proceedings of the 1st ACM Workshop on Millimeter-Wave Networks and Sensing Systems 2017	 co-located with MobiCom 2017"	0.291		"Acoustics and Ultrasonics; Communication; Computer Networks and Communications; Electrical and Electronic Engineering																																							"
15161	Notornis	0.291	Ornithological Society of New Zealand	Animal Science and Zoology 
15162	Popular Music and Society	0.291	Taylor and Francis Ltd.	Cultural Studies 
15163	"Proceedings - 2017 IEEE International Conference on Autonomic Computing	 ICAC 2017"	0.291		"Artificial Intelligence; Computer Networks and Communications; Hardware and Architecture																																							"
15164	Proceedings of the IEEE Symposium on Reliable Distributed Systems	0.291	IEEE Computer Society	"Computer Networks and Communications; Hardware and Architecture; Software; Theoretical Computer Science																																						"
15165	Programming and Computer Software	0.291	Pleiades Publishing	Software 
15166	Russian Journal of Electrochemistry	0.291	Pleiades Publishing	Electrochemistry 
15167	Tourism in Marine Environments	0.291	Cognizant Communication Corporation	"Geography	 Planning and Development "
15168	WearSys 2018 - Proceedings of the 4th ACM Workshop on Wearable Systems and Applications	0.291		"Computer Networks and Communications; Hardware and Architecture; Software																																								"
15169	"2017 IEEE International Conference on Autonomous Robot Systems and Competitions	 ICARSC 2017"	0.29		"Artificial Intelligence; Biomedical Engineering; Control and Optimization; Mechanical Engineering																																							"
15170	"2017 Joint Urban Remote Sensing Event	 JURSE 2017"	0.29		"Development; Environmental Engineering; Geography	 Planning and Development; Instrumentation; Management	 Monitoring	 Policy and Law; Pollution; Renewable Energy	 Sustainability and the Environment; Signal Processing; Urban Studies; Waste Management and Disposal																																			"
15171	Administrative Theory and Praxis	0.29	Taylor and Francis Ltd.	Sociology and Political Science 
15172	Archives of Thermodynamics	0.29	"Polish Academy of Sciences	 Committee on Thermodynamics and Combustion"	Physics and Astronomy 
15173	"BSCI 2019 - Proceedings of the 2019 ACM International Symposium on Blockchain and Secure Critical Infrastructure	 co-located with AsiaCCS 2019"	0.29		"Computer Networks and Communications; Computer Science Applications; Information Systems; Software																																							"
15174	Collection and Curation	0.29	Emerald Group Publishing Ltd.	Museology 
15175	"Crop	 Forage and Turfgrass Management"	0.29	Plant Management Network	Agronomy and Crop Science 
15176	Education Research International	0.29	Hindawi Limited	Education 
15177	Indian Pacing and Electrophysiology Journal	0.29	Indian Pacing and Electrophysiology Group	Cardiology and Cardiovascular Medicine 
15178	International Journal of Sustainable Development and Planning	0.29	International Information and Engineering Technology Association	"Geography	 Planning and Development "
15179	Investigaciones Geograficas	0.29	Interuniversity Institute of Geography and University of Alicante	Earth and Planetary Sciences 
15180	"Journal of Control	 Automation and Electrical Systems"	0.29	Springer Science + Business Media	Computer Science Applications 
15181	Journal of Energy Markets	0.29	Infopro digital	Economics and Econometrics 
15182	Journal of Media Law	0.29	Taylor and Francis Ltd.	Communication 
15183	Journal of Medical Engineering and Technology	0.29	Informa Healthcare	Biomedical Engineering 
15184	Journal of Social Work Practice in the Addictions	0.29	Routledge	Health 
15185	Journal of Technology in Human Services	0.29	Routledge	Social Sciences 
15186	Natural Language Engineering	0.29	Cambridge University Press	Language and Linguistics 
15187	Nordic Pulp and Paper Research Journal	0.29	SPCI	Forestry 
15188	"Proceedings - 14th IEEE International Conference on Mobile Ad Hoc and Sensor Systems	 MASS 2017"	0.29		"Electrical and Electronic Engineering; Instrumentation; Mechanical Engineering																																							"
15189	"Proceedings - 16th IEEE International Conference on Trust	 Security and Privacy in Computing and Communications	 11th IEEE International Conference on Big Data Science and Engineering and 14th IEEE I"	0.29		"Computer Networks and Communications; Information Systems; Information Systems and Management; Safety	 Risk	 Reliability and Quality; Software																																				"
15190	Russian Engineering Research	0.29	Pleiades Publishing	Industrial and Manufacturing Engineering 
15191	Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences	0.29	Walter de Gruyter GmbH	Physical and Theoretical Chemistry 
15192	Zhongguo Jiguang/Chinese Journal of Lasers	0.29	Science Press	"Atomic and Molecular Physics	 and Optics "
15193	"2018 Global Internet of Things Summit	 GIoTS 2018"	0.289		"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications																																							"
15194	"2018 IEEE International Conference on Rebooting Computing	 ICRC 2018"	0.289		"Hardware and Architecture																																							"
15195	"3rd Cloudification of the Internet of Things Conference	 CIoT 2018"	0.289		"Computer Networks and Communications; Hardware and Architecture; Safety	 Risk	 Reliability and Quality																																					"
15196	Acta Chimica Slovenica	0.289	Slovensko Kemijsko Drustvo	Chemistry 
15197	"Advances in Statistical Climatology	 Meteorology and Oceanography"	0.289	Copernicus GmbH	Applied Mathematics 
15198	Bordon	0.289	Sociedad Espanola de Pedagogia	Developmental and Educational Psychology 
15199	Botanical Sciences	0.289	Sociedad Botanica de Mexico	Plant Science 
15200	Brazilian Journal of Oceanography	0.289	University of Sao Paolo	Oceanography 
15201	Communication Today	0.289	"University of SS. Cyril and Methodius	 Faculty of Mass Media Communication"	Communication 
15202	Contemporary Clinical Dentistry	0.289	Wolters Kluwer Medknow Publications	Oral Surgery 
15203	Current Analytical Chemistry	0.289	Bentham Science Publishers B.V.	Analytical Chemistry 
15204	Curriculum Perspectives	0.289	Springer International Publishing AG	Education 
15205	Cutis	0.289	Quadrant Healthcom Inc.	Dermatology 
15206	Engenharia Agricola	0.289	Sociedade Brasileira de Engenharia Agricola	Agricultural and Biological Sciences 
15207	Epidemiologia e prevenzione	0.289	Inferenze Scarl	"Public Health	 Environmental and Occupational Health "
15208	International Journal of Economics and Business Administration (discontinued)	0.289	International Strategic Management Association	"Economics	 Econometrics and Finance "
15209	International Journal of Environmental Analytical Chemistry	0.289	Taylor and Francis Ltd.	Pollution 
15210	International Organisations Research Journal	0.289	National Research University Higher School of Economics	Political Science and International Relations 
15211	Journal of Addictions Nursing	0.289	Lippincott Williams and Wilkins Ltd.	Psychiatric Mental Health 
15212	Journal of the Balkan Tribological Association	0.289	Scientific Bulgarian Communications	Mechanics of Materials 
15213	Journal of the Economic and Social History of the Orient	0.289	Brill Academic Publishers	History 
15214	Microelectronics Journal	0.289	Elsevier	"Atomic and Molecular Physics	 and Optics "
15215	North-Western Journal of Zoology	0.289	Editura Universitati din Oradea	Animal Science and Zoology 
15216	Panoeconomicus	0.289	Savez Ekonomista Vojvodine	"Economics	 Econometrics and Finance "
15217	Polymers and Polymer Composites	0.289	RAPRA Technology Ltd.	Ceramics and Composites 
15218	"Proceedings - 11th International ACM Conference on Automotive User Interfaces and Interactive Vehicular Applications	 AutomotiveUI 2019"	0.289		"Artificial Intelligence; Automotive Engineering																																							"
15219	Professional Case Management	0.289	Lippincott Williams and Wilkins Ltd.	Assessment and Diagnosis 
15220	Russian Journal of Biological Invasions	0.289	Pleiades Publishing	"Ecology	 Evolution	 Behavior and Systematics "
15221	SmartIoT  2017 - Proceedings of the Workshop on Smart Internet of Things	0.289		"Computer Networks and Communications																																								"
15222	Sociologisk Forskning	0.289	Swedish Sociological Association	Sociology and Political Science 
15223	South Asia Research	0.289	Sage Publications India Pvt. Ltd	Arts and Humanities 
15224	Statistical Theory and Related Fields	0.289	Routledge	Applied Mathematics 
15225	"Transactions Issue Mathematics	 Azerbaijan National Academy of Sciences"	0.289	Institute of Mathematics and Mechanics NAS of Azerbaijan	Mathematics 
15226	"2017 IEEE Electric Ship Technologies Symposium	 ESTS 2017"	0.288		"Automotive Engineering; Energy Engineering and Power Technology; Transportation																																							"
15227	"2017 IEEE International Conference on Multimedia and Expo Workshops	 ICMEW 2017"	0.288		"Computer Science Applications; Media Technology																																							"
15228	AAPG Memoir	0.288	American Association of Petroleum Geologists	Economic Geology 
15229	Acta Amazonica	0.288	Instituto Nacional de Pesquisas da Amazonia	Agricultural and Biological Sciences 
15230	Acta Geodynamica et Geomaterialia	0.288	Academy of Sciences of the Czech Republic	Geology 
15231	Advances in Mechanics	0.288	li xue jin zhan bian ji bu	Mechanical Engineering 
15232	Advances in Mental Health and Intellectual Disabilities	0.288	Emerald Group Publishing Ltd.	Psychiatry and Mental Health 
15233	Advances in Respiratory Medicine	0.288	Via Medica	Pulmonary and Respiratory Medicine 
15234	Ager	0.288	Centro de estudios sobre la despoblacion y desarrollo de areas rurales	Demography 
15235	Bulletin of Experimental Biology and Medicine	0.288	Springer New York	"Biochemistry	 Genetics and Molecular Biology "
15236	Bulletin of the Chemical Society of Ethiopia	0.288	Chemical Society of Ethiopia	Chemistry 
15237	Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique	0.288	Elsevier	"Radiology	 Nuclear Medicine and Imaging "
15238	CFD Letters	0.288	ISSR	Fluid Flow and Transfer Processes 
15239	Ciencia e Tecnica Vitivinicola	0.288	Instituto Nacional de Investigacao Agraria e das Pescas	Food Science 
15240	Communications - Scientific Letters of the University of Zilina	0.288	University of Zilina	Automotive Engineering 
15241	Educacion Medica	0.288	Elsevier Espana	Education 
15242	Electronic Government	0.288	Inderscience Enterprises Ltd.	Computer Science Applications 
15243	International Journal of Digital Accounting Research	0.288	Rutgers University	Information Systems and Management 
15244	International Journal of Wireless Information Networks	0.288	Springer New York	Computer Networks and Communications 
15245	Journal of Applied Research in Higher Education	0.288	Emerald Group Publishing Ltd.	Education 
15246	Journal of Critical Realism	0.288	Maney Publishing	Philosophy 
15247	"Journal of Economics	 Finance and Administrative Science"	0.288	Emerald Group Publishing Ltd.	"Economics	 Econometrics and Finance "
15248	Journal of Information Processing Systems	0.288	Korea Information Processing Society (KIPS)	Information Systems 
15249	Journal of Vibrational Engineering and Technologies	0.288	Springer Nature Switzerland AG	Acoustics and Ultrasonics 
15250	Managerial and Decision Economics	0.288	John Wiley and Sons Ltd	Business and International Management 
15251	Mechanics and Mechanical Engineering	0.288	Wydawnictwo Politechniki Lodzkiej	Automotive Engineering 
15252	Open Access Macedonian Journal of Medical Sciences	0.288	Open Access Macedonian Journal of Medical Sciences	Medicine 
